filename,0,1,2,3,4,5,6
3_001244640-0-045.png,0.330603,0.0218597,0.101044,0.166789,0.126645,0.0141173,0.238942
0_013836768-0-010.png,0.134954,0.00941046,0.102465,0.101444,0.549037,0.0150277,0.0876619
3_010450167-0-050.png,0.138809,0.024337,0.0844307,0.467309,0.21069,0.0285333,0.0458912
1_010223767-0-095.png,0.0627246,0.0131791,0.122199,0.264498,0.0895802,0.132852,0.314968
2_004242574-0-061.png,0.359043,0.0134188,0.169714,0.0214745,0.199772,0.0421483,0.19443
0_011457120-0-042.png,0.132898,0.0718862,0.0468984,0.611636,0.0695044,0.0619221,0.00525435
5_000856334-0-016.png,0.136461,0.0111114,0.390467,0.0208925,0.235049,0.127148,0.0788716
6_005727614-2-011.png,0.259327,0.0243341,0.181675,0.223245,0.188198,0.01238,0.11084
3_002818854-1-023.png,0.251496,0.00706196,0.171191,0.218116,0.250949,0.0211164,0.08007
4_011450480-0-045.png,0.0449837,0.0123313,0.392271,0.0807741,0.238226,0.150892,0.0805211
4_012404727-0-077.png,0.0324826,0.016597,0.0805327,0.237638,0.455341,0.0268999,0.150509
2_002241000-0-054.png,0.193986,0.00238791,0.0631429,0.00622769,0.545901,0.00853741,0.179817
2_001846440-1-056.png,0.099719,0.0110303,0.288181,0.00932514,0.464944,0.109015,0.0177862
2_004311280-0-016.png,0.245062,0.0233439,0.172359,0.00807767,0.439888,0.00871867,0.102551
2_004242574-0-012.png,0.123612,0.0218525,0.328212,0.132423,0.158578,0.0658422,0.169481
1_010300163-0-056.png,0.0638464,0.0262938,0.380595,0.0370201,0.317551,0.00503416,0.169659
5_011018537-0-073.png,0.0549323,0.00820284,0.068639,0.557908,0.156027,0.00907044,0.14522
2_012948087-0-006.png,0.184857,0.0384484,0.101688,0.00471873,0.464289,0.00740156,0.198598
2_001114600-0-002.png,0.0510894,0.0103303,0.299924,0.00586475,0.536715,0.012428,0.0836481
6_012019363-0-010.png,0.0802684,0.00624794,0.1915,0.0221024,0.223617,0.00925918,0.467005
1_005923627-0-007.png,0.037992,0.00754364,0.0653361,0.860359,0.00705854,0.00682451,0.0148859
4_010242118-0-009.png,0.209147,0.0498693,0.371936,0.0872407,0.143244,0.0634759,0.0750869
6_002144977-0-005.png,0.0307066,0.011313,0.0693521,0.0909546,0.740749,0.00753639,0.0493883
4_010205440-0-020.png,0.0327733,0.0059734,0.104868,0.1414,0.673203,0.0054906,0.036292
3_003539527-0-008.png,0.000442163,0.00038008,0.00106645,0.996109,0.000245573,0.000391742,0.00136509
6_002020400-0-038.png,0.0618419,0.0172389,0.395938,0.0131374,0.0325725,0.115964,0.363307
3_002629654-0-010.png,0.0020964,0.00105084,0.0271629,0.922855,0.00947089,0.00713647,0.0302279
2_001740654-0-027.png,0.0882411,0.0108516,0.176822,0.263003,0.13718,0.219331,0.104572
5_001759754-0-087.png,0.181833,0.0300631,0.280194,0.0438486,0.178935,0.141582,0.143544
1_002127847-0-021.png,0.0556933,0.00968478,0.365858,0.0738165,0.0741569,0.359218,0.0615727
1_011346520-0-014.png,0.0491543,0.0107046,0.162302,0.00326441,0.72512,0.00253922,0.0469158
3_004355094-9-048.png,0.210591,0.0110501,0.157716,0.312694,0.167256,0.048059,0.092634
5_001413047-0-014.png,0.0404747,0.00525834,0.195834,0.0475592,0.321805,0.0269033,0.362166
1_012904560-0-131.png,0.00805543,0.0025733,0.00563382,0.932882,0.0169282,0.000976479,0.0329504
1_000633160-0-003.png,0.171388,0.218781,0.453017,0.0198287,0.129941,0.00578983,0.00125382
2_003714360-0-067.png,0.0789537,0.0037165,0.447336,0.00470423,0.0377145,0.403422,0.0241532
5_005913697-0-012.png,0.0576164,0.0062949,0.0894442,0.0295078,0.489696,0.0155231,0.311918
2_010543574-22-005.png,0.480744,0.00970977,0.112296,0.060838,0.127552,0.0471474,0.161713
3_003605560-0-028.png,0.0665718,0.0142622,0.716036,0.0572067,0.066175,0.0709633,0.00878542
